,Player,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds.1,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards
49,Pernell McPhee,10,0,0,0,0,0,0,0,0,0,0,0,1.0,14,11,3,2,3,0,0
50,Margus Hunt,10,0,0,0,0,0,0,0,0,0,0,0,0.0,14,6,8,3,0,0,0
51,Jaylon Ferguson,10,0,0,0,0,0,0,0,0,0,0,0,0.0,6,3,3,0,3,0,0
52,L.J. Collier,10,0,0,0,0,0,1,0,0,0,0,0,0.0,8,3,5,1,5,0,0
53,Efe Obada,10,1,0,0,0,0,1,0,0,0,0,0,3.5,12,8,4,3,8,0,0
54,Tim Ward,11,0,0,0,0,0,2,0,0,0,0,0,0.0,12,5,7,0,0,0,0
55,Marlon Davidson,11,1,1,3,1,3,1,0,0,1,0,0,1.0,21,12,9,1,1,0,0
56,Taco Charlton,11,1,0,0,0,0,1,0,0,0,0,0,0.5,18,7,11,0,2,0,0
57,Takkarist McKinley,11,2,0,0,0,0,0,1,0,0,0,0,2.5,18,10,8,3,8,0,0
58,Larrell Murchison,11,5,0,0,0,0,0,0,0,0,0,0,0.0,8,4,4,1,0,0,0
59,Joe Jackson,12,0,0,0,0,0,0,0,0,0,0,0,1.5,16,9,7,3,3,0,0
60,Mario Edwards,12,1,0,0,0,0,1,0,0,0,0,0,2.0,8,2,6,1,5,0,0
61,Pat O'Connor,13,0,0,0,0,0,0,0,0,0,0,0,0.5,4,2,2,1,2,0,0
62,Carl Nassib,13,0,0,0,0,0,0,1,0,0,0,0,1.5,21,16,5,3,4,0,0
63,DeMarcus Walker,13,2,0,0,0,0,1,1,0,0,0,0,2.0,31,21,10,4,7,0,0
64,Cameron Sample,14,0,0,0,0,0,0,0,0,0,0,0,1.5,14,9,5,1,5,0,0
65,A.J. Epenesa,14,0,0,0,0,0,1,0,0,0,0,0,1.5,14,8,6,2,9,0,0
66,Victor Dimukeje,14,0,0,0,0,0,0,0,0,0,0,0,0.0,3,0,3,0,1,0,0
67,Joe Gaziano,14,1,0,0,0,0,1,0,0,0,0,0,0.0,13,8,5,1,2,0,0
68,Yetur Gross-Matos,14,2,0,0,0,0,1,1,0,0,0,0,3.5,28,18,10,5,4,0,0
69,Christian Ringo,14,4,0,0,0,0,0,1,0,1,0,0,0.0,26,12,14,2,3,0,0
70,Derrek Tuszka,15,0,0,0,0,0,0,1,0,0,0,0,2.0,18,9,9,1,2,0,0
71,Raymond Johnson,15,0,0,0,0,0,0,0,0,0,0,0,1.0,4,3,1,1,1,0,0
72,Odafe Oweh,15,2,0,0,0,0,1,3,0,2,0,0,5.0,33,23,10,5,15,0,0
73,Charles Omenihu,15,2,0,0,0,0,1,0,0,0,0,0,0.0,17,14,3,1,4,0,0
74,Carl Granderson,15,3,0,0,0,0,0,0,0,0,0,0,3.0,25,11,14,5,8,0,0
75,Clelin Ferrell,16,0,0,0,0,0,1,0,0,0,0,0,1.5,14,8,6,1,6,0,0
76,Jonathan Garvin,16,1,0,0,0,0,0,0,0,0,0,0,1.5,19,15,4,1,5,0,0
77,Michael Dogbe,16,1,0,0,0,0,0,0,0,1,0,0,1.0,27,14,13,1,2,0,0
78,Alton Robinson,16,2,0,0,0,0,1,1,0,0,0,0,1.0,22,13,9,5,3,0,0
79,Ryan Kerrigan,16,2,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,1,2,0,0
80,Adam Gotsis,16,4,0,0,0,0,0,0,0,0,0,0,3.0,27,20,7,6,7,0,0
81,Solomon Thomas,17,0,0,0,0,0,2,2,0,0,0,0,3.5,34,17,17,3,12,0,0
82,Alex Okafor,17,0,0,0,0,0,2,1,0,0,0,0,1.5,23,7,16,0,7,0,0
83,Arden Key,17,0,0,0,0,0,1,0,0,0,0,0,6.5,22,11,11,5,17,0,0
84,Tarron Jackson,17,0,0,0,0,0,0,1,0,0,0,0,1.0,18,11,7,2,1,0,0
85,Mario Addison,17,0,0,0,0,0,0,2,0,0,0,0,7.0,29,20,9,8,7,0,0
86,Tershawn Wharton,17,1,1,0,0,0,1,2,0,0,0,0,2.0,29,13,16,0,2,0,0
87,Jihad Ward,17,1,0,0,0,0,0,0,0,0,0,0,2.0,32,10,22,3,7,0,0
88,Kentavius Street,17,2,0,0,0,0,0,1,0,0,0,0,3.0,27,15,12,6,5,0,0
89,Anthony Nelson,17,2,0,0,0,0,1,0,0,1,0,0,5.0,22,13,9,7,10,0,0
90,Patrick Johnson,17,2,0,0,0,0,0,0,0,0,0,0,0.0,17,11,6,1,0,0,0
91,Carlos Dunlap,17,2,0,0,0,0,7,1,0,0,0,0,8.5,35,24,11,8,14,0,0
92,Michael Hoecht,17,3,0,0,0,0,0,0,0,0,0,0,0.0,7,6,1,0,0,0,0
93,Renell Wren,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0
94,Marvin Wilson,1,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,0
95,Xavier Williams,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0
96,Marquiss Spencer,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0
97,Akeem Spence,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0
98,T.J. Smith,1,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,0
99,Benning Potoa'e,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0
100,Braxton Hoyett,1,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,1,0,0,0
101,Frank Herron,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0
102,Austin Faoliu,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,0
103,Doug Costin,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0
104,Raequan Williams,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,0
105,Vincent Taylor,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,0
106,Woodrow Hamilton,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2,0,2,0,0,0,0
107,T.Y. McGill,2,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,1,0,1,0,0
108,Isaiah Mack,2,0,0,0,0,0,0,0,0,0,0,0,1.0,3,1,2,1,1,0,0
109,Maurice Hurst Jr.,2,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,1,0,0,0
110,Brandin Bryant,2,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,1,0,0
111,Andrew Brown,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0
112,Daniel Archibong,2,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,2,0,0,0,0
113,Myles Adams,2,0,0,0,0,0,0,0,0,0,0,0,0.0,5,0,5,0,1,0,0
114,Mike Daniels,2,1,0,0,0,0,0,0,0,0,0,0,0.0,5,5,0,1,0,0,0
115,Tyler Shelvin,3,0,0,0,0,0,0,0,0,0,0,0,0.0,4,1,3,0,0,0,0
116,Phil Hoskins,3,0,0,0,0,0,0,0,0,0,0,0,1.0,4,3,1,1,1,0,0
117,Bruce Hector,3,0,0,0,0,0,0,0,0,0,0,0,0.0,5,3,2,0,0,0,0
118,Jonathan Harris,3,0,0,0,0,0,0,0,0,0,0,0,0.0,10,7,3,0,1,0,0
119,Michael Dwumfour,3,1,0,0,0,0,0,0,0,0,0,0,0.5,5,3,2,2,3,0,0
120,Jay Tufele,4,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,0
121,Forrest Merrill,4,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,0
122,Jonathan Marshall,4,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,1,0,0
123,Jack Heflin,4,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0
124,Trent Harris,4,0,0,0,0,0,0,0,0,0,0,0,0.0,7,3,4,0,0,0,0
125,Carlos Davis,4,0,0,0,0,0,0,0,0,0,0,0,0.0,5,3,2,1,0,0,0
126,David Moa,4,1,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,0
127,Javon Kinlaw,4,4,0,0,0,0,0,0,0,0,0,0,0.0,8,1,7,0,1,0,0
128,Marlon Tuipulotu,5,0,0,0,0,0,0,0,0,0,0,0,0.0,5,1,4,0,0,0,0
129,Kahlil McKenzie,5,0,0,0,0,0,0,0,0,0,0,0,0.0,4,1,3,0,0,0,0
130,Neville Gallimore,5,4,0,0,0,0,0,0,0,0,0,0,1.5,13,5,8,3,2,0,0
131,Justin Zimmer,6,0,0,0,0,0,0,0,0,0,0,0,1.0,8,2,6,2,4,0,0
132,Jacob Tuioti-Mariner,6,0,0,0,0,0,1,0,0,0,0,0,2.0,9,5,4,2,2,0,0
133,Tommy Togiai,6,0,0,0,0,0,1,0,0,0,0,0,0.5,16,9,7,0,1,0,0
134,Kevin Strong,6,0,0,0,0,0,0,0,0,0,0,0,0.0,6,4,2,0,0,0,0
135,Trysten Hill,6,0,0,0,0,0,0,0,0,0,0,0,0.5,11,7,4,0,3,0,0
136,Daniel Wise,6,1,0,0,0,0,0,0,0,0,0,0,0.0,10,5,5,1,1,0,0
137,Eli Ankou,6,1,0,0,0,0,0,0,0,0,0,0,1.0,12,5,7,1,1,0,0
138,Antwaun Woods,7,0,0,0,0,0,0,0,0,0,0,0,0.0,5,2,3,0,0,0,0
139,Khalen Saunders,7,0,0,0,0,0,0,0,0,0,0,0,0.0,8,2,6,0,0,0,0
140,Daviyon Nixon,7,0,0,0,0,0,0,0,0,0,0,0,0.5,9,1,8,0,2,0,0
141,Zach Kerr,7,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2,4,0,0,0,0
142,Daniel Ekuale,7,0,0,0,0,0,0,0,0,0,0,0,2.0,5,4,1,2,2,0,0
143,Josiah Bronson,7,0,0,0,0,0,0,0,0,0,0,0,0.0,12,8,4,1,1,0,0
144,McTelvin Agim,7,0,0,0,0,0,1,0,0,0,0,0,1.5,4,2,2,1,3,0,0
145,Sheldon Day,7,1,0,0,0,0,2,0,0,0,0,0,1.0,21,7,14,0,1,0,0
146,Malcolm Roach,7,2,1,5,0,5,1,0,0,0,0,0,0.0,10,4,6,0,2,0,0
147,John Jenkins,7,2,0,0,0,0,0,0,0,0,0,0,0.0,16,10,6,0,0,0,0
148,Chris Williams,8,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,0
149,Sam Kamara,8,0,0,0,0,0,1,0,0,0,0,0,0.0,10,7,3,1,0,0,0
150,Breiden Fehoko,8,1,0,0,0,0,0,0,0,0,0,0,0.0,13,5,8,0,0,0,0
151,Kyle Peko,8,3,0,0,0,0,0,1,0,0,0,0,2.0,10,7,3,2,3,0,0
152,Robert Nkemdiche,9,0,0,0,0,0,1,0,0,0,0,0,0.0,15,7,8,0,1,0,0
153,Justin Hamilton,9,0,0,0,0,0,0,0,0,0,0,0,0.0,10,6,4,1,2,0,0
154,Marquise Copeland,9,0,0,0,0,0,0,0,0,0,0,0,0.0,10,4,6,1,0,0,0
155,Albert Huggins,9,1,0,0,0,0,0,0,0,0,0,0,0.0,16,3,13,0,2,0,0
156,Mike Pennel,10,0,0,0,0,0,0,0,0,0,0,0,0.0,21,9,12,0,0,0,0
157,Bobby Brown,10,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0
158,Vernon Butler,10,1,0,0,0,0,0,0,0,0,0,0,0.0,11,6,5,0,1,0,0
159,Montravius Adams,10,5,0,0,0,0,2,0,0,0,0,0,0.0,15,7,8,2,3,0,0
160,Darius Philon,11,2,0,0,0,0,2,0,0,2,2,0,2.0,27,19,8,5,2,0,0
161,Isaac Rochell,12,0,0,0,0,0,0,0,0,0,0,0,0.0,17,10,7,0,3,0,0
162,Steve McLendon,12,0,1,0,0,0,1,1,0,0,0,0,0.5,11,7,4,1,5,0,0
163,Jaleel Johnson,12,0,0,0,0,0,0,0,0,1,0,0,0.0,23,11,12,2,1,0,0
164,Kevin Givens,13,0,0,0,0,0,0,1,0,0,0,0,0.0,17,7,10,1,2,0,0
165,James Lynch,13,1,0,0,0,0,0,0,0,1,0,0,1.0,30,18,12,2,1,0,0
166,Quinton Bohanna,14,1,0,0,0,0,0,0,0,0,0,0,0.0,10,3,7,0,0,0,0
167,Broderick Washington Jr.,14,2,0,0,0,0,0,0,0,0,0,0,1.0,16,8,8,2,3,0,0
168,Ross Blacklock,14,2,0,0,0,0,2,1,0,0,0,0,2.0,22,14,8,2,6,0,0
169,Taven Bryan,15,0,0,0,0,0,0,0,0,0,0,0,2.0,15,10,5,4,8,0,0
170,Khyiris Tonga,15,2,0,0,0,0,0,0,0,1,0,0,0.0,24,10,14,1,0,0,0
171,Henry Mondeaux,15,2,0,0,0,0,0,0,0,1,0,0,2.0,16,6,10,2,2,0,0
172,Isaiahh Loudermilk,15,2,0,0,0,0,3,0,0,0,0,0,1.0,23,16,7,0,0,0,0
173,Tim Settle,16,0,0,0,0,0,0,0,0,1,-7,0,0.0,13,7,6,4,0,0,0
174,John Penisini,16,0,0,0,0,0,1,0,0,0,0,0,0.0,14,4,10,0,1,0,0
175,Levi Onwuzurike,16,0,0,0,0,0,2,0,0,0,0,0,1.0,35,15,20,2,1,0,0
176,Taylor Stallworth,16,1,0,0,0,0,1,0,0,0,0,0,3.0,16,11,5,4,12,0,0
177,B.J. Hill,16,2,0,0,0,0,0,0,0,0,0,0,5.5,50,29,21,6,12,0,0
178,Sheldon Rankins,16,3,0,0,0,0,0,0,0,2,0,0,3.0,32,15,17,5,7,0,0
179,Tyler Lancaster,16,3,0,0,0,0,0,0,0,0,0,0,0.0,31,15,16,3,0,0,0
180,Jordan Elliott,16,3,0,0,0,0,1,0,0,0,0,0,0.5,26,10,16,0,4,0,0
181,Christian Covington,16,3,0,0,0,0,0,1,0,0,0,0,1.0,52,30,22,3,1,0,0
182,Matthew Ioannidis,16,6,0,0,0,0,0,0,0,0,0,0,2.5,38,16,22,3,11,0,0
183,Shamar Stephen,17,0,0,0,0,0,2,0,0,0,0,0,0.0,34,12,22,0,3,0,0
184,Tedarrell Slaton,17,0,0,0,0,0,0,0,0,0,0,0,1.0,23,14,9,0,2,0,0
185,Nathan Shepherd,17,1,0,0,0,0,0,0,0,0,0,0,0.0,28,17,11,0,8,0,0
186,Hassan Ridgeway,17,1,0,0,0,0,0,1,0,0,0,0,2.0,20,10,10,1,5,0,0
187,Adam Butler,17,1,0,0,0,0,3,0,0,0,0,0,2.0,17,9,8,2,5,0,0
188,Milton Williams,17,2,0,0,0,0,2,0,0,0,0,0,2.0,30,15,15,6,6,0,0
189,Bravvion Roy,17,2,0,0,0,0,2,0,0,0,0,0,0.0,30,13,17,1,2,0,0
190,Christian Barmore,17,2,0,0,0,0,2,0,0,0,0,0,1.5,46,23,23,3,9,0,0
191,Leki Fotu,17,3,0,0,0,0,3,1,0,0,0,0,0.0,19,8,11,2,0,0,0
192,Carl Davis,17,4,0,0,0,0,0,0,0,0,0,0,1.0,19,12,7,1,1,0,0
193,Josh Tupou,17,9,0,0,0,0,0,0,0,0,0,0,0.0,12,3,9,0,1,0,0
194,Jeffery Simmons,17,17,0,0,0,0,6,0,0,0,0,0,8.5,54,42,12,12,16,0,1
195,Cameron Heyward,17,17,1,0,0,0,9,1,0,1,0,0,10.0,89,53,36,15,17,0,1
196,Jalyn Holmes,1,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,0
197,William Bradley-King,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,0
198,Eric Banks,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0
199,Benning Potoa'e,2,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,1,0,0,0
200,David Bada,2,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,2,0,0,0,0
201,Kemoko Turay,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0
202,Demone Harris,3,0,0,0,0,0,1,0,0,0,0,0,0.0,4,0,4,0,1,0,0
203,Kameron Cline,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0
204,Chase Young,3,2,0,0,0,0,1,0,0,0,0,0,0.0,5,3,2,0,1,0,0
205,Takkarist McKinley,4,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0
206,Khalid Kareem,4,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,3,0,0
207,Darryl Johnson,4,1,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,1,0,0,0
208,Esezi Otomewo,5,0,0,0,0,0,0,0,0,0,0,0,0.0,5,3,2,1,0,0,0
209,Romeo Okwara,5,0,0,0,0,0,0,0,0,0,0,0,2.0,8,3,5,2,2,0,0
210,Joe Gaziano,5,0,0,0,0,0,0,0,0,0,0,0,1.0,8,6,2,1,1,0,0
211,Taco Charlton,5,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,0
212,Earnest Brown IV,5,3,0,0,0,0,0,0,0,0,0,0,0.0,9,3,6,1,0,0,0
213,Kingsley Jonathan,6,0,0,0,0,0,0,0,0,0,0,0,0.0,5,2,3,1,0,0,0
214,Matt Dickerson,6,0,0,0,0,0,0,0,0,0,0,0,0.0,12,3,9,1,1,0,0
215,Tashawn Bower,6,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0
216,Isaac Rochell,6,1,0,0,0,0,0,0,0,0,0,0,0.0,12,11,1,1,2,0,0
217,Randy Gregory,6,3,0,0,0,0,0,2,0,0,0,0,2.0,12,7,5,2,7,0,0
218,Charles Harris,6,4,0,0,0,0,1,1,0,0,0,0,1.0,14,10,4,2,4,0,0
219,Malik Herring,7,0,0,0,0,0,0,0,0,1,0,0,0.0,6,1,5,0,0,0,0
220,Tyquan Lewis,7,4,0,0,0,0,2,1,0,0,0,0,1.0,14,8,6,2,4,0,0
221,Payton Turner,8,0,0,0,0,0,0,0,0,0,0,0,2.0,16,11,5,5,3,0,0
222,Larrell Murchison,8,0,0,0,0,0,0,0,0,0,0,0,2.0,8,6,2,2,2,0,0
223,L.J. Collier,8,0,0,0,0,0,2,0,0,0,0,0,0.0,7,3,4,1,1,0,0
224,Chase Winovich,8,2,0,0,0,0,1,0,0,0,0,0,1.0,20,14,6,1,3,0,0
225,Jonathan Greenard,8,4,1,39,1,39,1,0,0,1,0,0,1.5,16,9,7,6,4,0,0
226,Nick Williams,8,7,0,0,0,0,2,0,0,0,0,0,0.0,15,5,10,0,2,0,0
227,Jordan Willis,9,0,0,0,0,0,0,1,0,1,0,0,2.0,12,6,6,3,4,0,0
228,Austin Bryant,9,0,0,0,0,0,1,0,0,0,0,0,0.0,9,7,2,1,3,0,0
229,Amare Barno,9,0,0,0,0,0,0,0,0,0,0,0,2.0,9,8,1,2,2,0,0
230,Emmanuel Ogbah,9,3,0,0,0,0,0,0,0,0,0,0,1.0,11,7,4,1,7,0,0
231,Isaiah Thomas,10,0,0,0,0,0,2,0,0,1,0,0,1.0,9,4,5,1,2,0,0
232,Jeff Gunter,10,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0
233,Thomas Booker,10,1,0,0,0,0,1,0,0,0,0,0,0.5,15,11,4,1,1,0,0
234,Vinny Curry,11,0,0,0,0,0,0,0,0,0,0,0,0.0,15,9,6,2,1,0,0
235,Henry Anderson,11,0,0,0,0,0,0,0,0,0,0,0,0.0,18,9,9,3,1,0,0
236,Daniel Wise,11,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0
237,DeMarvin Leal,11,2,0,0,0,0,3,0,0,0,0,0,0.0,14,8,6,1,0,0,0
238,Mario Addison,12,1,0,0,0,0,1,1,0,0,0,0,1.0,15,6,9,1,2,0,0
239,Carlos Watkins,12,4,0,0,0,0,0,1,0,0,0,0,0.0,26,13,13,2,0,0,0
240,Jacob Martin,13,0,0,0,0,0,0,1,0,0,0,0,2.5,14,7,7,2,5,0,0
241,Olakunle Fatukasi,13,0,0,0,0,0,0,0,0,0,0,0,0.0,6,4,2,0,0,0,0
242,Michael Danna,13,0,0,0,0,0,0,2,0,0,0,0,5.0,27,9,18,3,10,0,0
243,Chris Wormley,13,1,0,0,0,0,0,1,0,1,0,0,0.5,29,13,16,3,1,0,0
244,Carl Nassib,13,1,0,0,0,0,3,0,0,1,0,0,3.5,23,15,8,6,6,0,0
245,Michael Dogbe,13,4,0,0,0,0,0,0,0,0,0,0,0.0,28,14,14,1,0,0,0
246,Ifeadi Odenigbo,14,0,0,0,0,0,0,0,0,0,0,0,3.5,18,9,9,4,6,0,0
247,Jermaine Johnson II,14,0,0,0,0,0,0,0,0,0,0,0,2.5,29,18,11,3,5,1,0
248,Bryce Huff,14,0,0,0,0,0,1,1,0,0,0,0,3.5,6,4,2,2,10,0,0
249,Jonathan Garvin,14,0,0,0,0,0,2,0,0,0,0,0,0.0,8,0,8,0,2,0,0
250,Jonathan Ledbetter,14,3,0,0,0,0,0,0,0,0,0,0,1.0,22,10,12,2,2,0,0
251,Calais Campbell,14,14,0,0,0,0,2,2,0,0,0,0,5.5,36,18,18,4,14,0,0
252,Sam Williams,15,0,0,0,0,0,1,1,0,3,0,0,4.0,22,15,7,10,9,0,1
253,Dawuane Smoot,15,0,0,0,0,0,2,1,0,1,0,0,5.0,21,14,7,6,12,0,0
254,Drake Jackson,15,0,1,0,0,0,8,0,0,0,0,0,3.0,14,8,6,3,6,0,0
255,Boogie Basham,15,0,1,21,0,21,2,0,0,1,1,0,2.0,19,9,10,1,5,0,0
256,Adam Gotsis,15,1,0,0,0,0,2,0,0,1,0,0,1.5,19,10,9,3,9,0,0
257,A.J. Epenesa,15,2,0,0,0,0,5,2,0,1,0,0,6.5,16,13,3,7,10,0,0
258,Jerry Tillery,15,4,0,0,0,0,0,1,0,0,0,0,1.0,18,13,5,0,4,0,0
259,Tanoh Kpassagnon,15,5,0,0,0,0,0,0,0,0,0,0,2.0,28,15,13,3,6,0,0
260,Brent Urban,16,0,0,0,0,0,3,0,0,0,0,0,1.0,21,10,11,2,1,0,0
261,Casey Toohill,16,0,0,0,0,0,0,0,0,2,1,1,1.0,25,13,12,2,6,0,0
262,Shaka Toney,16,0,0,0,0,0,0,0,0,0,0,0,0.0,8,4,4,1,0,0,0
263,Joseph Ossai,16,0,0,0,0,0,1,0,0,2,0,1,3.5,17,6,11,2,10,0,0
264,DaMarcus Mitchell,16,0,0,0,0,0,0,0,0,0,0,0,0.0,8,3,5,0,0,0,0
265,Patrick Johnson,16,0,0,0,0,0,0,1,0,1,0,0,0.0,11,7,4,0,3,0,0
266,Micheal Clemons,16,0,0,0,0,0,0,0,0,0,0,0,2.5,36,22,14,4,6,0,0
267,Cameron Sample,16,1,0,0,0,0,0,0,0,0,0,0,2.0,25,17,8,4,7,0,0
268,Kerry Hyder,16,1,0,0,0,0,3,0,0,1,0,0,1.0,19,10,9,1,4,0,0
269,Carl Granderson,16,4,0,0,0,0,0,1,0,1,0,0,5.5,53,30,23,9,9,0,0
270,Clelin Ferrell,16,4,0,0,0,0,2,0,0,0,0,0,2.0,26,8,18,3,8,0,0
271,Solomon Thomas,17,0,0,0,0,0,0,0,0,0,0,0,0.5,26,13,13,2,4,0,0
272,Pat O'Connor,17,0,0,0,0,0,0,0,0,0,0,0,0.0,6,3,3,1,1,0,0
273,Matt Henningsen,17,0,0,0,0,0,0,0,0,0,0,0,1.0,21,8,13,2,1,0,0
274,Logan Hall,17,0,0,0,0,0,0,0,0,0,0,0,2.5,12,7,5,5,6,0,0
275,Dante Fowler,17,0,0,0,0,0,2,2,0,0,0,0,6.0,27,22,5,7,9,0,0
276,Efe Obada,17,1,0,0,0,0,2,0,0,0,0,0,4.0,24,14,10,4,8,0,0
277,Brandon Graham,17,1,0,0,0,0,1,2,0,0,0,0,11.0,35,19,16,11,16,0,1
278,Carlos Dunlap,17,2,0,0,0,0,8,1,0,0,0,0,4.0,39,25,14,6,12,0,0
279,Charles Omenihu,17,3,0,0,0,0,1,1,0,0,0,0,4.5,20,7,13,3,16,0,0
280,Arden Key,17,3,0,0,0,0,2,0,0,1,0,0,4.5,27,16,11,5,15,0,0
281,Dayo Odeyingbo,17,4,0,0,0,0,0,0,0,0,0,0,5.0,31,18,13,5,11,0,0
282,Alex Wright,17,5,0,0,0,0,5,0,0,1,0,0,0.0,28,13,15,2,0,0,0
283,Timmy Horne,17,5,0,0,0,0,1,0,0,0,0,0,0.0,27,13,14,0,1,0,0
284,DeMarcus Walker,17,6,0,0,0,0,0,0,0,0,0,0,7.0,32,23,9,10,16,0,0
285,Denico Autry,12,8,0,0,0,0,4,2,0,0,0,0,8.0,27,17,10,8,19,0,0
286,Mario Edwards,13,7,0,0,0,0,1,0,0,0,0,0,3.0,17,11,6,4,11,0,0
287,Marquise Copeland,15,9,0,0,0,0,0,0,0,0,0,0,1.0,31,16,15,2,2,0,0
288,Jabari Zuniga,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,0
289,Marvin Wilson,1,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,0
290,T.J. Smith,1,0,0,0,0,0,0,0,0,0,0,0,0.0,4,1,3,1,0,0,0
291,Rayshad Nichols,1,0,0,0,0,0,0,0,0,0,0,0,0.0,4,1,3,0,0,0,0
292,Donovan Jeter,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0
293,Vernon Butler,1,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,0
294,Christian Ringo,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0
295,Roderick Perry,2,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,0
296,David Moa,2,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,0
297,Elijah Garcia,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0
298,Prince Emili,2,0,0,0,0,0,1,0,0,0,0,0,0.0,3,0,3,0,0,0,0
299,Domenique Davis,2,0,0,0,0,0,0,0,0,0,0,0,0.0,3,0,3,0,0,0,0
300,C.J. Brewer,2,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,0
301,Tanzel Smart,3,0,0,0,0,0,0,0,0,0,0,0,0.0,5,2,3,0,0,0,0
302,Manny Jones,4,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2,4,0,0,0,0
303,Christian Covington,4,0,0,0,0,0,0,0,0,0,0,0,0.0,12,3,9,1,0,0,0
304,Brandin Bryant,4,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,0
305,Chris Williams,5,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,1,0,0
306,Brandon Williams,5,0,0,0,0,0,0,0,0,0,0,0,0.5,2,1,1,1,2,0,0
307,Tershawn Wharton,5,0,0,0,0,0,0,0,0,0,0,0,1.0,8,4,4,1,4,0,0
308,Sam Roberts,5,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,0
309,Phil Hoskins,5,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,0
310,D.J. Davidson,5,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,0
311,Andrew Brown,5,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0
