,Player,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds.1,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards
575,Travis Bell,2,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,0
576,Carlos Watkins,2,1,0,0,0,0,1,0,0,0,0,0,1.0,7,4,3,1,1,0,0
577,Mike Pennel,3,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,1,0,0,0
578,Ross Blacklock,3,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,0
579,Hassan Ridgeway,3,1,0,0,0,0,0,0,0,0,0,0,0.0,6,1,5,0,0,0,0
580,Brandon Pili,4,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,0
581,PJ Mustipher,4,0,0,0,0,0,0,0,0,0,0,0,0.0,4,1,3,0,0,0,0
582,Cory Durden,4,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,0
583,Phil Hoskins,5,1,0,0,0,0,0,0,0,0,0,0,0.0,8,2,6,0,0,0,0
584,Byron Young,6,0,0,0,0,0,0,0,0,0,0,0,0.0,4,4,0,0,0,0,0
585,Quinton Bohanna,6,3,0,0,0,0,0,0,0,0,0,0,0.0,10,5,5,2,0,0,0
586,Linval Joseph,7,0,0,0,0,0,0,0,0,0,0,0,1.0,12,7,5,1,1,0,0
587,DaQuan Jones,7,7,0,0,0,0,0,0,0,0,0,0,2.5,16,8,8,4,5,0,0
588,Moro Ojomo,8,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,0
589,Poona Ford,8,0,0,0,0,0,0,0,0,0,0,0,1.0,9,5,4,1,3,0,0
590,Otito Ogbonnia,8,2,0,0,0,0,0,0,0,0,0,0,0.0,21,10,11,0,2,0,0
591,DaVon Hamilton,8,2,0,0,0,0,0,0,0,0,0,0,0.0,12,7,5,1,0,0,0
592,Jay Tufele,10,0,0,0,0,0,0,0,0,0,0,0,0.0,11,4,7,0,0,0,0
593,Phidarian Mathis,10,0,0,0,0,0,0,0,0,1,0,0,0.0,8,2,6,0,1,0,0
594,Isaiah Buggs,10,3,0,0,0,0,1,0,0,1,33,0,1.0,12,7,5,2,1,0,0
595,Angelo Blackson,11,0,0,0,0,0,0,0,0,3,0,0,0.0,13,8,5,2,0,0,0
596,Myles Adams,11,1,0,0,0,0,0,0,0,0,0,0,1.0,6,2,4,1,1,0,0
597,Leki Fotu,11,9,0,0,0,0,0,0,0,0,0,0,2.5,28,15,13,5,2,0,0
598,Grover Stewart,11,11,0,0,0,0,0,0,0,0,0,0,0.5,41,23,18,5,8,0,0
599,Cameron Heyward,11,11,0,0,0,0,1,0,0,0,0,0,2.0,33,25,8,6,3,0,0
600,Matt Dickerson,12,0,0,0,0,0,0,0,0,0,0,0,0.0,15,7,8,1,0,0,0
601,Naquan Jones,12,2,0,0,0,0,0,0,0,0,0,0,0.0,17,3,14,1,0,0,0
602,Jaleel Johnson,12,4,0,0,0,0,0,0,0,0,0,0,1.0,24,11,13,0,1,0,0
603,Jeffery Simmons,12,12,0,0,0,0,1,1,0,1,2,0,5.5,44,30,14,10,11,0,0
604,Maurice Hurst Jr.,13,0,1,0,0,0,3,0,0,1,0,0,1.5,22,12,10,4,5,0,0
605,Montravius Adams,13,8,0,0,0,0,1,1,0,0,0,0,0.0,24,11,13,2,0,0,0
606,Teair Tart,13,9,0,0,0,0,0,0,0,0,0,0,1.0,24,17,7,8,4,0,0
607,Kyle Peko,13,10,0,0,0,0,1,0,0,0,0,0,0.0,22,12,10,2,2,0,0
608,Marlon Tuipulotu,14,0,0,0,0,0,0,0,0,0,0,0,2.0,22,13,9,3,2,0,0
609,Eric Johnson,14,0,0,0,0,0,0,0,0,0,0,0,1.0,15,6,9,1,3,0,0
610,Josh Tupou,14,1,0,0,0,0,0,0,0,0,0,0,0.0,19,8,11,1,1,0,0
611,Roy Lopez,14,5,0,0,0,0,0,0,0,0,0,0,0.0,42,22,20,2,1,0,0
612,Jordan Phillips,14,9,0,0,0,0,5,0,0,0,0,0,2.5,15,10,5,2,5,0,0
613,D.J. Reader,14,14,0,0,0,0,1,0,0,1,0,0,1.0,34,20,14,2,7,0,0
614,Johnathan Hankins,14,14,0,0,0,0,2,0,0,0,0,0,3.0,27,13,14,2,3,0,0
615,Armon Watts,15,0,0,0,0,0,0,0,0,0,0,0,0.5,15,6,9,0,3,0,0
616,Khalil Davis,15,1,0,0,0,0,2,1,0,1,0,0,2.0,32,16,16,6,6,0,0
617,Larrell Murchison,15,3,0,0,0,0,0,0,0,0,0,0,0.0,16,7,9,1,0,0,0
618,Dante Stills,15,8,0,0,0,0,0,0,0,1,0,0,3.5,47,18,29,5,5,0,0
619,Sheldon Rankins,15,15,0,0,0,0,0,1,0,1,13,1,6.0,37,29,8,9,10,0,0
620,Isaiahh Loudermilk,16,0,0,0,0,0,2,0,0,0,0,0,0.0,16,8,8,0,1,0,0
621,Da'Shawn Hand,16,0,0,0,0,0,2,0,0,0,0,0,1.0,17,6,11,1,3,0,0
622,Cameron Young,16,1,0,0,0,0,1,0,0,0,0,0,0.0,18,10,8,1,1,0,0
623,Jalen Carter,16,1,0,0,0,0,0,2,0,1,42,1,6.0,33,20,13,8,9,0,1
624,Broderick Washington Jr.,16,5,0,0,0,0,0,0,0,2,0,0,2.0,18,10,8,3,5,0,0
625,Milton Williams,16,10,0,0,0,0,1,1,0,0,0,0,0.5,42,21,21,3,7,0,0
626,DeShawn Williams,16,10,0,0,0,0,1,0,0,0,0,0,1.0,33,13,20,2,7,0,0
627,Dalvin Tomlinson,16,16,0,0,0,0,0,0,0,0,0,0,3.0,28,12,16,4,12,0,0
628,Ed Oliver,16,16,1,0,0,0,3,1,0,0,0,0,9.5,51,34,17,14,16,0,0
629,D.J. Jones,16,16,0,0,0,0,0,3,0,2,14,0,2.0,46,30,16,5,4,0,0
630,Chris Jones,16,16,0,0,0,0,4,0,0,0,0,0,10.5,30,20,10,13,29,0,1
631,Aaron Donald,16,16,0,0,0,0,3,0,0,0,0,0,8.0,53,28,25,16,23,0,1
632,Maliek Collins,16,16,0,0,0,0,1,0,0,0,0,0,5.0,41,19,22,8,18,0,0
633,Jonathan Allen,16,16,0,0,0,0,1,0,0,0,0,0,5.5,53,30,23,10,19,0,0
634,Travis Jones,17,0,0,0,0,0,2,0,0,0,0,0,1.5,36,20,16,4,5,0,0
635,Neville Gallimore,17,0,0,0,0,0,1,0,0,0,0,0,1.0,16,8,8,2,2,0,0
636,Adam Butler,17,0,0,0,0,0,4,1,0,0,0,0,5.0,28,16,12,8,9,0,0
637,Bryan Bresee,17,0,0,0,0,0,6,0,0,0,0,0,4.5,24,12,12,7,9,0,0
638,Tershawn Wharton,17,1,0,0,0,0,0,0,0,1,0,0,2.0,21,7,14,2,5,0,0
639,LaBryan Ray,17,1,0,0,0,0,0,0,0,0,0,0,0.0,19,7,12,0,0,0,0
640,Kurt Hinish,17,1,0,0,0,0,1,0,0,0,0,0,0.5,22,11,11,2,2,0,0
641,Tim Settle,17,2,0,0,0,0,0,0,0,0,0,0,1.0,14,9,5,1,2,0,0
642,John Ridgeway,17,2,0,0,0,0,1,0,0,0,0,0,0.0,31,16,15,0,0,0,0
643,Mazi Smith,17,3,0,0,0,0,0,0,0,0,0,0,1.0,13,9,4,3,3,0,0
644,Zachary Carter,17,5,0,0,0,0,1,1,0,0,0,0,0.0,23,8,15,1,2,0,0
645,Javon Kinlaw,17,6,0,0,0,0,3,0,0,0,0,0,3.5,25,13,12,4,6,0,0
646,Shelby Harris,17,7,0,0,0,0,5,1,0,0,0,0,1.5,28,17,11,6,3,0,0
647,Raekwon Davis,17,7,0,0,0,0,0,0,0,0,0,0,0.5,28,15,13,2,6,0,0
648,Taven Bryan,17,7,0,0,0,0,0,1,0,0,0,0,2.0,22,12,10,4,1,0,0
649,Jordan Elliott,17,14,0,0,0,0,1,0,0,0,0,0,2.5,21,14,7,3,3,0,0
650,DeForest Buckner,17,16,0,0,0,0,7,2,0,1,26,1,8.0,81,45,36,11,21,0,1
651,Shy Tuttle,17,17,0,0,0,0,5,0,0,0,0,0,0.5,43,19,24,1,1,0,0
652,Zach Sieler,17,17,1,5,1,5,4,1,0,2,3,0,10.0,63,32,31,11,22,0,0
653,Nathan Shepherd,17,17,0,0,0,0,0,0,0,0,0,0,3.5,50,27,23,4,8,0,0
654,Khalen Saunders,17,17,0,0,0,0,1,0,0,0,0,0,0.0,57,24,33,1,2,0,0
655,Daron Payne,17,17,0,0,0,0,4,2,0,2,0,0,4.0,53,32,21,13,11,0,0
656,Larry Ogunjobi,17,17,0,0,0,0,2,1,0,2,0,0,3.0,43,21,22,3,8,0,0
657,Osa Odighizuwa,17,17,0,0,0,0,0,0,0,0,0,0,3.0,46,26,20,9,13,0,0
658,Derrick Nnadi,17,17,0,0,0,0,1,0,0,0,0,0,1.0,29,16,13,1,1,0,0
659,Nnamdi Madubuike,17,17,0,0,0,0,0,1,0,0,0,0,13.0,56,38,18,12,33,0,1
660,John Jenkins,17,17,0,0,0,0,4,0,0,1,44,1,1.0,61,24,37,4,2,0,0
661,B.J. Hill,17,17,2,0,0,0,5,0,0,1,0,0,4.5,51,26,25,2,21,0,0
662,Jordan Davis,17,17,0,0,0,0,1,1,0,0,0,0,2.5,45,18,27,2,5,0,0
663,Derrick Brown,17,17,1,2,0,2,6,0,0,0,0,0,2.0,103,57,46,7,15,0,1
664,Truman Jones,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,0
665,DJ Coleman,1,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,0
666,Solomon Byrd,1,0,0,0,0,0,1,0,0,0,0,0,0.0,2,2,0,0,1,0,0
667,Derrick Brown,1,1,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,0
668,Elerson Smith,2,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,0
669,Andre Jones,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0
670,K.J. Henry,2,0,0,0,0,0,0,0,0,0,0,0,1.0,3,1,2,1,1,0,0
671,Tanoh Kpassagnon,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,1,0,0
672,Joe Gaziano,3,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,0
673,Carl Davis,3,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,0
674,Andre Carter II,3,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,0,1,0,0
