Player,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds.1,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards
matt dickerson,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,5.0,8.5,1.0,0.5,0.0,0.0
matt henningsen,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,20.0,9.0,11.0,1.0,1.0,0.0,0.0
matthew butler,5.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,5.0,1.6666666666666667,3.3333333333333335,0.0,0.3333333333333333,0.0,0.0
matthew ioannidis,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,38.0,16.0,22.0,3.0,11.0,0.0,0.0
maurice hurst jr,7.666666666666667,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,13.333333333333334,7.666666666666667,5.666666666666667,3.0,2.0,0.0,0.0
maxx crosby,17.0,17.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,14.5,90.0,55.0,35.0,23.0,31.0,0.0,12.0
mazi smith,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,9.0,4.0,3.0,3.0,0.0,0.0
mckinnley jackson,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,6.0,9.0,2.0,1.0,0.0,0.0
mctelvin agim,4.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.75,3.0,1.0,2.0,0.5,2.0,0.0,0.0
mekhi wingo,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,8.0,0.0,1.0,0.0,0.0
michael danna,14.5,8.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,5.75,38.5,20.5,18.0,5.0,11.5,0.0,0.0
michael dogbe,10.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,18.666666666666668,9.333333333333334,9.333333333333334,0.6666666666666666,0.6666666666666666,0.0,0.0
michael dwumfour,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,6.5,5.0,1.5,1.0,3.0,0.0,0.0
michael hall,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,8.0,6.0,3.0,6.0,0.0,0.0
michael hoecht,17.0,4.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.25,21.5,14.5,7.0,2.0,4.5,0.0,0.0
micheal clemons,16.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.5,31.5,18.0,13.5,3.0,3.5,0.0,0.0
mike daniels,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0
mike greene,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0
mike morris,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.5,1.5,0.0,0.0,0.0,0.0
mike pennel,10.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,17.0,9.0,8.0,1.0,0.6666666666666666,0.0,0.0
mike purcell,16.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,-1.0,0.0,0.0,25.0,11.0,14.0,1.0,5.0,0.0,0.0
milton williams,16.75,4.75,0.0,0.0,0.0,0.0,1.5,0.5,0.0,0.25,0.0,0.0,2.875,33.0,16.5,16.5,6.25,7.25,0.0,0.0
montez sweat,17.0,17.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,12.5,57.0,38.0,19.0,14.0,25.0,0.0,6.0
montravius adams,11.333333333333334,4.333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,17.666666666666668,9.0,8.666666666666666,2.0,1.3333333333333333,0.0,0.0
morgan fox,17.0,3.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,4.5,21.0,15.0,6.0,4.5,8.0,0.0,0.0
moro ojomo,12.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,4.0,7.5,0.0,2.5,0.0,0.0
myjai sanders,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,3.0,1.0,2.0,0.0,0.0
myles adams,7.5,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,8.5,3.0,5.5,0.75,1.25,0.0,0.0
myles cole,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,4.0,1.0,0.0,0.0,0.0
myles garrett,16.0,16.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,1.0,0.0,14.0,42.0,33.0,9.0,17.0,30.0,0.0,10.0
myles murphy,15.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,20.0,10.5,9.5,2.0,3.5,0.0,0.0
naquan jones,11.666666666666666,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,20.0,6.666666666666667,13.333333333333334,2.3333333333333335,2.0,0.0,0.0
nathan shepherd,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,37.0,20.0,17.0,2.6666666666666665,7.333333333333333,0.0,0.0
ndamukong suh,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,4.0,6.0,0.0,2.0,0.0,0.0
neil farrell,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.6666666666666667,3.3333333333333335,0.6666666666666666,1.0,0.0,0.0
nesta jade silvera,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.5,3.5,0.0,0.0,0.0,0.0
neville gallimore,12.666666666666666,1.6666666666666667,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,20.666666666666668,9.666666666666666,11.0,2.3333333333333335,1.6666666666666667,0.0,0.0
nick bosa,17.0,17.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,-3.0,0.0,10.5,53.0,34.0,19.0,16.0,35.0,0.0,6.0
nick thurman,9.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,6.666666666666667,10.333333333333334,1.0,0.6666666666666666,0.0,0.0
nick williams,11.0,6.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,23.5,10.5,13.0,3.5,1.5,0.0,0.0
nnamdi madubuike,17.0,16.666666666666668,0.0,0.0,0.0,0.0,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,8.333333333333334,47.0,28.333333333333332,18.666666666666668,10.333333333333334,19.666666666666668,0.0,6.333333333333333
odafe oweh,15.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,5.0,33.0,23.0,10.0,5.0,15.0,0.0,0.0
ogbonnia okoronkwo,15.0,2.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,3.75,27.0,18.5,8.5,8.5,7.0,0.0,0.0
olakunle fatukasi,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0
osa odighizuwa,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,46.0,26.0,20.0,9.0,13.0,0.0,0.0
oshane ximines,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,9.0,0.0,2.0,0.0,0.0
otito ogbonnia,7.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,11.5,6.0,0.5,1.0,0.0,0.0
pat o'connor,13.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,8.0,3.0,5.0,1.5,1.0,0.25,0.0
patrick johnson,16.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,14.0,9.0,5.0,0.5,1.5,0.0,0.0
patrick jones ii,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0
payton turner,7.75,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.25,0.0,0.0,1.25,12.5,7.5,5.0,2.75,2.75,0.0,0.0
pernell mcphee,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,11.0,3.0,2.0,3.0,0.0,0.0
perrion winfrey,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,12.5,4.5,8.0,0.5,1.0,0.0,0.0
phidarian mathis,11.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,12.5,5.0,7.5,1.0,0.5,0.0,0.0
phil hoskins,4.333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,4.666666666666667,2.0,2.6666666666666665,0.3333333333333333,0.3333333333333333,0.0,0.0
pj mustipher,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0
poona ford,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,5.0,4.0,1.0,3.0,0.0,0.0
porter gustin,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-6.0,0.0,0.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0
prince emili,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
quinnen williams,17.0,17.0,1.0,6.0,0.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0,5.5,62.0,39.0,23.0,11.0,20.0,1.0,6.0
quinton bohanna,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,6.0,1.0,0.0,0.0,0.0
quinton jefferson,14.333333333333334,5.666666666666667,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,-3.3333333333333335,0.0,4.5,25.666666666666668,11.666666666666666,14.0,4.333333333333333,10.0,0.0,0.0
raekwon davis,17.0,3.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,21.5,11.0,10.5,1.5,3.0,0.0,0.0
raequan williams,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
rakeem nunez-roches,16.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,26.0,14.0,12.0,1.0,1.0,0.0,0.0
randy gregory,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,12.0,7.0,5.0,2.0,7.0,0.0,0.0
rashad weaver,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
rasheem green,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,8.0,7.0,2.0,5.0,0.0,0.0
raymond johnson,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0
rayshad nichols,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0
renell wren,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
robert beal,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,11.0,6.5,4.5,0.5,0.5,0.0,0.0
robert nkemdiche,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,8.0,0.0,1.0,0.0,0.0
roderick perry,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
romeo okwara,8.333333333333334,1.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.6666666666666667,7.666666666666667,3.0,4.666666666666667,1.3333333333333333,3.0,0.0,0.0
ronald blair,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,28.0,12.0,16.0,4.0,4.0,0.0,0.0
ross blacklock,9.333333333333334,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,8.666666666666666,5.666666666666667,3.0,1.3333333333333333,2.3333333333333335,0.0,0.0
roy lopez,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,22.0,20.0,2.0,1.0,0.0,0.0
roy robertson-harris,17.0,9.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.75,27.0,13.0,14.0,3.5,8.0,0.0,0.0
ruke orhorhoro,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,7.0,1.0,1.0,0.0,0.0
ryan kerrigan,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0
ryder anderson,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,4.0,2.0,2.0,0.0,0.0
sam hubbard,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,58.0,38.0,20.0,7.0,17.0,0.0,0.0
sam kamara,7.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,10.666666666666666,7.0,3.6666666666666665,1.0,0.0,0.0,0.0
sam okuayinonu,11.0,1.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.75,23.0,14.0,9.0,3.0,4.0,0.0,0.0
sam roberts,5.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,1.0,1.6666666666666667,0.0,0.0,0.0,0.0
sam williams,16.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.5,0.0,0.0,4.25,24.0,15.0,9.0,7.5,8.0,0.5,2.5
samson ebukam,17.0,17.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,9.5,57.0,39.0,18.0,10.0,17.0,0.0,0.0
scott matlock,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,9.0,1.0,1.0,0.0,0.0
shaka toney,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,4.0,1.0,0.0,0.0,0.0
shamar stephen,17.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,12.0,22.0,0.0,3.0,0.0,0.0
shaq lawson,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,7.0,6.0,2.0,7.0,0.0,0.0
shelby harris,17.0,7.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.5,28.0,17.0,11.0,6.0,3.0,0.0,0.0
sheldon day,8.333333333333334,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,1.6666666666666667,0.0,0.3333333333333333,17.666666666666668,7.333333333333333,10.333333333333334,1.0,0.6666666666666666,0.0,0.0
sheldon rankins,12.666666666666666,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,4.333333333333333,0.3333333333333333,3.3333333333333335,29.0,18.0,11.0,5.0,6.0,0.0,0.0
shy tuttle,17.0,17.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.5,43.0,19.0,24.0,1.0,1.0,0.0,0.0
solomon byrd,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0
solomon thomas,16.75,1.0,0.0,0.0,0.0,0.0,1.25,0.75,0.0,0.25,0.0,0.0,3.125,29.25,15.0,14.25,4.25,7.0,0.0,0.0
steve mclendon,12.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,11.0,7.0,4.0,1.0,5.0,0.0,0.0
ta'quon graham,12.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,17.5,6.0,11.5,0.5,1.5,0.0,0.0
taco charlton,8.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,10.5,4.0,6.5,0.0,1.0,0.0,0.0
taki taimani,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0
takkarist mckinley,7.333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,9.333333333333334,4.666666666666667,4.666666666666667,1.3333333333333333,3.3333333333333335,0.0,0.0
tanoh kpassagnon,11.666666666666666,1.6666666666666667,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.8333333333333333,16.0,9.333333333333334,6.666666666666667,2.3333333333333335,5.333333333333333,0.0,0.0
tanzel smart,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.5,2.0,0.0,0.0,0.0,0.0
tarron jackson,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,11.0,7.0,2.0,1.0,0.0,0.0
tashawn bower,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.5,1.0,1.5,0.5,0.5,0.0,0.0
taven bryan,16.333333333333332,4.333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,1.6666666666666667,19.0,11.0,8.0,3.6666666666666665,3.6666666666666665,0.0,0.0
taylor stallworth,11.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,12.0,7.0,5.0,2.5,6.0,0.0,0.0
teair tart,15.0,4.5,0.5,2.0,0.0,2.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,26.5,16.0,10.5,6.5,4.5,0.0,0.0
tedarrell slaton,17.0,6.333333333333333,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,34.666666666666664,17.333333333333332,17.333333333333332,1.3333333333333333,1.3333333333333333,0.0,0.0
tershawn wharton,13.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,1.6666666666666667,19.333333333333332,8.0,11.333333333333334,1.0,3.6666666666666665,0.0,0.0
thomas booker,13.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,16.5,9.5,7.0,1.5,1.5,0.0,0.0
tim settle,16.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,-2.3333333333333335,0.0,0.6666666666666666,15.333333333333334,9.0,6.333333333333333,3.0,1.3333333333333333,0.0,0.0
tim ward,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,7.0,0.0,0.0,0.0,0.0
timmy horne,10.0,2.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,6.5,9.0,0.0,0.5,0.0,0.0
tj smith,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.75,2.5,0.25,0.0,0.0,0.0
tk mclendon,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,3.0,5.0,0.0,0.0,0.0,0.0
tommy togiai,8.666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.8333333333333334,19.0,7.666666666666667,11.333333333333334,0.6666666666666666,1.6666666666666667,0.0,0.0
travis bell,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
travis jones,16.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.25,30.0,17.0,13.0,2.5,3.5,0.0,0.0
trent harris,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0
trey hendrickson,17.0,17.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,17.5,43.0,28.0,15.0,16.0,25.0,0.0,6.0
truman jones,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
trysten hill,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,11.5,8.5,3.0,2.5,4.0,0.0,0.0
ty mcgill,3.75,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,3.5,1.75,1.75,0.5,1.25,0.0,0.0
tyeler davison,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
tyler davis,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,29.0,12.0,17.0,2.0,1.0,0.0,0.0
tyler lacy,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,7.0,1.0,3.0,0.0,0.0
tyler lancaster,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,15.0,16.0,3.0,0.0,0.0,0.0
tyler shelvin,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0
tyquan lewis,10.5,2.5,0.25,2.0,0.0,2.0,1.75,0.5,0.25,0.0,0.0,0.0,2.25,19.25,12.5,6.75,4.0,6.75,0.0,0.0
tyree wilson,16.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,4.0,28.0,16.0,12.0,4.0,9.0,0.0,0.0
tyrus wheat,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,8.5,4.0,4.5,0.5,0.5,0.0,0.0
tyson alualu,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0
vernon butler,5.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,4.0,3.5,0.0,0.5,0.0,0.0
victor dimukeje,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0
vincent taylor,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
vinny curry,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,6.0,2.0,1.0,0.0,0.0
will anderson,15.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,45.0,29.0,16.0,10.0,22.0,0.0,7.0
will mcdonald,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,14.0,9.0,5.0,4.0,5.0,0.0,0.0
william bradley-king,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,3.5,0.5,3.0,0.0,0.5,0.0,0.0
william gholston,16.5,2.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,15.5,8.0,7.5,0.5,2.0,0.0,0.0
woodrow hamilton,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
xavier williams,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
yannick ngakoue,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,13.0,9.0,6.0,7.0,0.0,0.0
yetur gross-matos,12.333333333333334,2.6666666666666665,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,4.0,27.666666666666668,17.0,10.666666666666666,6.0,7.0,0.0,0.0
za'darius smith,8.5,8.0,0.0,0.0,0.0,0.0,1.5,0.5,0.0,0.0,0.0,0.0,2.75,14.0,9.5,4.5,4.0,10.0,0.0,0.0
zacch pickens,13.0,1.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.75,19.5,8.5,11.0,1.0,2.0,0.0,0.0
zach allen,15.0,15.0,0.0,0.0,0.0,0.0,4.5,0.5,0.0,0.0,0.0,0.0,5.25,53.5,25.0,28.5,9.0,22.0,0.0,0.0
