Player,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds.1,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards
grady jarrett,8.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.5,23.0,9.0,14.0,2.0,8.0,0.0,0.0
greg gaines,16.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,20.5,7.0,13.5,1.0,4.5,0.0,0.0
gregory rousseau,16.0,16.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,5.0,42.0,30.0,12.0,12.0,18.0,0.0,0.0
grover stewart,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,41.0,23.0,18.0,5.0,8.0,0.0,0.0
harrison phillips,17.0,17.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,92.0,44.0,48.0,2.0,6.0,0.0,0.0
harvey langi,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0
hassan ridgeway,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,13.0,5.5,7.5,0.5,2.5,0.0,0.0
henry anderson,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,6.0,4.5,1.5,0.5,0.0,0.0
henry mondeaux,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,16.0,5.5,10.5,1.5,1.0,0.0,0.0
ifeadi odenigbo,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.75,15.5,8.0,7.5,2.0,4.5,0.0,0.0
isaac rochell,8.666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.333333333333334,3.6666666666666665,1.0,1.6666666666666667,0.0,0.0
isaac ukwu,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
isaiah buggs,10.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,33.0,0.0,1.0,12.0,7.0,5.0,2.0,1.0,0.0,0.0
isaiah foskey,13.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,12.5,4.5,8.0,0.0,0.0,0.0,0.0
isaiah land,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
isaiah mack,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0
isaiah mcguire,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.75,21.0,11.5,9.5,5.0,5.5,0.0,0.0
isaiah thomas,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,6.0,2.0,4.0,0.5,1.0,0.0,0.0
isaiahh loudermilk,14.5,1.25,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.25,15.75,9.5,6.25,0.25,0.25,0.0,0.0
jabaal sheard,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
jabari zuniga,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,2.5,1.5,1.0,0.0,0.5,0.0,0.0
jack heflin,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
jacob martin,13.666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,2.5,12.0,7.0,5.0,2.0,4.666666666666667,0.0,0.0
jacob tuioti-mariner,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,5.0,4.0,2.0,2.0,0.0,0.0
jaden crumedy,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,13.0,4.0,9.0,0.0,1.0,0.0,0.0
jaleel johnson,11.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,20.666666666666668,11.0,9.666666666666666,0.6666666666666666,1.3333333333333333,0.0,0.0
jalen carter,16.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,42.0,1.0,6.0,33.0,20.0,13.0,8.0,9.0,0.0,4.0
jalen dalton,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,5.0,1.0,0.0,0.0,0.0
jalen harris,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,1.0,0.0,0.0
jalen redmond,13.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,10.0,8.0,6.0,1.0,0.0,0.0
jalyn holmes,7.5,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.75,10.0,5.5,4.5,2.25,1.0,0.0,0.0
james lynch,15.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,23.333333333333332,11.666666666666666,11.666666666666666,1.6666666666666667,1.0,0.0,0.0
james smith-williams,11.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,11.5,11.5,4.5,5.0,0.0,0.0
janarius robinson,8.0,1.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.75,6.5,3.5,3.0,0.5,2.0,0.0,0.0
jaquelin roy,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.5,7.5,5.0,2.0,1.5,0.0,0.0
jarran reed,16.0,16.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,7.0,54.0,27.0,27.0,7.0,12.0,0.0,0.0
jason pierre-paul,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
javon hargrave,9.5,9.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,25.5,14.5,11.0,4.5,7.5,0.0,3.0
javon kinlaw,10.5,5.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.75,16.5,7.0,9.5,2.0,3.5,0.0,0.0
javon solomon,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,13.0,9.0,4.0,3.0,6.0,0.0,0.0
javontae jean-baptiste,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,6.0,7.0,1.0,2.0,0.0,0.0
jay tufele,8.5,1.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.125,11.0,4.0,7.0,0.75,1.0,0.0,0.0
jayden peevy,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,6.0,2.0,4.0,1.0,3.0,0.0,0.0
jaylon ferguson,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,0.0,3.0,0.0,0.0
jeff gunter,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
jeffery simmons,15.0,15.0,0.0,0.0,0.0,0.0,4.5,1.0,0.0,0.75,0.5,0.0,6.625,57.0,34.5,22.5,10.5,12.5,0.0,7.0
jeremiah ledbetter,16.0,2.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,1.0,31.0,13.5,17.5,4.5,2.5,0.0,0.0
jeremiah pharms,14.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,21.0,10.0,11.0,2.0,2.5,0.0,0.0
jermaine johnson ii,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,29.0,18.0,11.0,3.0,5.0,1.0,0.0
jerry hughes,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.5,18.5,13.0,5.5,2.0,1.5,0.0,0.0
jerry tillery,15.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,13.0,5.0,0.0,4.0,0.0,0.0
jessie lemonier,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,15.0,8.0,7.0,1.0,3.0,0.0,0.0
jihad ward,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,10.0,22.0,3.0,7.0,0.0,0.0
joe gaziano,6.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,6.5,4.25,2.25,0.5,0.75,0.0,0.0
joe jackson,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,16.0,9.0,7.0,3.0,3.0,0.0,0.0
john cominsky,10.0,5.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,19.0,8.0,11.0,1.5,4.0,0.0,0.0
john franklin-myers,17.0,17.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.5,33.0,15.0,18.0,6.0,14.0,0.0,0.0
john jenkins,13.333333333333334,6.333333333333333,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.3333333333333333,14.666666666666666,0.3333333333333333,0.3333333333333333,32.333333333333336,14.0,18.333333333333332,1.3333333333333333,1.0,0.0,0.0
john penisini,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,10.0,0.0,1.0,0.0,0.0
john ridgeway,15.0,2.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,23.333333333333332,11.0,12.333333333333334,0.3333333333333333,0.0,0.0,0.0
johnathan hankins,13.666666666666666,8.666666666666666,0.3333333333333333,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,25.666666666666668,11.666666666666666,14.0,2.6666666666666665,2.0,0.0,0.0
jonah laulu,17.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,15.0,20.0,3.0,2.0,0.0,0.0
jonah williams,11.75,5.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.625,20.0,8.25,11.75,1.25,2.0,0.0,0.0
jonathan allen,12.0,11.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,4.25,36.0,23.0,13.0,6.5,13.0,0.0,0.0
jonathan bullard,13.0,9.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,32.5,16.0,16.5,1.5,1.5,0.0,0.0
jonathan ford,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,1.0,0.0,0.0,0.0
jonathan garvin,15.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,13.5,7.5,6.0,0.5,3.5,0.0,0.0
jonathan greenard,8.0,4.0,1.0,39.0,1.0,39.0,1.0,0.0,0.0,1.0,0.0,0.0,1.5,16.0,9.0,7.0,6.0,4.0,0.0,0.0
jonathan harris,8.75,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,20.75,12.5,8.25,1.75,1.75,0.0,0.0
jonathan ledbetter,13.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,34.0,15.5,18.5,1.5,3.0,0.0,0.0
jonathan marshall,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0
jordan davis,15.0,11.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.25,31.5,13.0,18.5,1.5,2.5,0.0,0.0
jordan elliott,16.5,8.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,23.5,12.0,11.5,1.5,3.5,0.0,0.0
jordan jackson,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,17.0,4.0,13.0,1.0,2.0,0.0,0.0
jordan jefferson,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,5.0,7.0,1.0,1.0,0.0,0.0
jordan phillips,11.666666666666666,3.3333333333333335,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,13.666666666666666,7.666666666666667,6.0,1.6666666666666667,4.333333333333333,0.0,0.0
jordan willis,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,12.0,6.0,6.0,3.0,4.0,0.0,0.0
jordon riley,10.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.5,4.5,2.0,0.5,0.0,0.0
joseph ossai,15.666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,3.1666666666666665,24.333333333333332,12.666666666666666,11.666666666666666,2.3333333333333335,10.666666666666666,0.0,0.0
josh mauro,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0
josh paschal,11.0,4.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,1.5,20.5,13.5,7.0,3.5,3.5,0.0,0.0
josh sweat,17.0,17.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,6.5,43.0,30.0,13.0,7.0,23.0,0.0,0.0
josh tupou,15.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,5.5,10.0,0.5,1.0,0.0,0.0
joshua pryor,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
joshua uche,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,17.0,6.0,2.0,3.0,0.0,0.0
josiah bronson,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,4.0,1.0,1.0,0.0,0.0
jowon briggs,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,3.0,10.0,1.0,2.0,0.0,0.0
justin eboigbe,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
justin ellis,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,5.0,17.0,2.0,1.0,0.0,0.0
justin hamilton,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,4.0,1.0,2.0,0.0,0.0
justin jones,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0
justin lawler,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
justin zimmer,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,6.0,2.0,4.0,0.0,0.0
k'lavon chaisson,15.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,32.0,19.0,13.0,7.0,8.0,0.0,0.0
kahlil mckenzie,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0
kalia davis,8.0,0.0,0.5,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,6.5,3.5,3.0,0.5,0.5,0.0,0.0
kameron cline,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
karl brooks,17.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.5,0.0,0.0,3.75,22.0,13.0,9.0,5.0,5.5,0.0,0.0
keeanu benton,17.0,9.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,36.0,16.0,20.0,1.0,8.0,0.0,0.0
keion white,16.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,12.0,14.0,3.0,5.0,0.0,0.0
kemoko turay,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
kendal vickers,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.666666666666667,2.0,2.6666666666666665,0.0,0.0,0.0,0.0
kenny clark,17.0,17.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,7.5,44.0,22.0,22.0,9.0,16.0,0.0,6.0
kenny willekes,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.5,18.0,11.0,7.0,2.0,7.0,0.0,0.0
kentavius street,15.0,2.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.25,0.0,0.0,2.125,22.25,12.0,10.25,4.75,3.75,0.0,0.0
keondre coburn,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,7.0,0.0,0.0,0.0,0.0
kerry hyder,11.0,0.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,1.0,11.0,6.5,4.5,1.5,2.5,0.0,0.0
kevin givens,12.666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,1.6666666666666667,16.666666666666668,8.333333333333334,8.333333333333334,2.0,4.0,0.0,0.0
kevin strong,11.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,9.0,5.5,0.0,0.0,0.0,0.0
khalen saunders,13.333333333333334,5.666666666666667,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,37.666666666666664,16.0,21.666666666666668,1.3333333333333333,3.3333333333333335,0.0,0.0
khalid kareem,4.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.3333333333333333,0.0,0.0,3.6666666666666665,2.0,1.6666666666666667,0.3333333333333333,1.6666666666666667,0.0,0.0
khalil davis,13.5,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,1.5,22.0,11.5,10.5,5.0,4.0,0.0,0.0
khristian boyd,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
khyiris tonga,13.25,1.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.125,22.25,9.25,13.0,0.75,1.0,0.0,0.0
kingsley enagbare,17.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.5,39.0,18.0,21.0,6.0,8.0,0.0,0.0
kingsley jonathan,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,2.5,0.5,1.0,0.0,0.0
kj henry,6.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.25,11.0,7.5,3.5,2.5,1.5,0.0,0.0
kurt hinish,14.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,19.0,9.0,10.0,3.3333333333333335,1.3333333333333333,0.0,0.0
kwity paye,16.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,-5.0,0.0,8.5,52.0,31.0,21.0,8.0,9.0,0.0,0.0
kyle peko,8.5,3.5,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.5,11.25,6.25,5.0,1.25,1.75,0.0,0.0
kyle phillips,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9.0,3.5,5.5,1.0,1.5,0.0,0.0
labryan ray,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,7.0,12.0,0.0,0.0,0.0,0.0
lacale london,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,6.0,7.0,2.0,0.0,0.0,0.0
laiatu latu,17.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,4.0,32.0,16.0,16.0,5.0,12.0,0.0,3.0
larrell murchison,11.333333333333334,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,10.666666666666666,5.666666666666667,5.0,1.3333333333333333,0.6666666666666666,0.0,0.0
larry ogunjobi,17.0,17.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,3.0,43.0,21.0,22.0,3.0,8.0,0.0,0.0
lawrence guy,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
leki fotu,10.0,4.333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.8333333333333334,16.666666666666668,8.0,8.666666666666666,2.3333333333333335,0.6666666666666666,0.0,0.0
leonard taylor,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,24.0,13.0,11.0,4.0,4.0,0.0,0.0
levi drake rodriguez,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
levi onwuzurike,14.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.1666666666666667,22.666666666666668,11.666666666666666,11.0,1.3333333333333333,5.333333333333333,0.0,0.0
linval joseph,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.5,15.5,8.0,7.5,1.5,2.0,0.0,0.0
lj collier,6.333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.666666666666667,2.6666666666666665,3.0,0.6666666666666666,2.0,0.0,0.0
logan hall,16.5,6.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.5,17.0,9.0,8.0,3.5,3.5,0.0,0.0
lukas van ness,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,33.0,22.0,11.0,6.0,6.0,0.0,0.0
maason smith,11.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,10.0,7.0,3.0,4.0,0.0,0.0
malcolm koonce,17.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,43.0,32.0,11.0,9.0,17.0,0.0,0.0
malcolm roach,12.25,1.5,0.25,1.25,0.0,1.25,1.5,0.25,0.0,0.25,0.0,0.0,0.875,29.25,12.25,17.0,2.5,3.25,0.0,0.0
maliek collins,16.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,41.0,19.0,22.0,8.0,18.0,0.0,0.0
malik herring,8.666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.5,9.333333333333334,5.0,4.333333333333333,1.0,2.0,0.0,0.0
manny jones,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0
marcus davenport,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,4.5,2.0,2.5,1.0,4.0,0.0,0.0
margus hunt,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,8.0,3.0,0.0,0.0,0.0
mario addison,14.5,0.5,0.0,0.0,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,4.0,22.0,13.0,9.0,4.5,4.5,0.0,0.0
mario edwards,13.25,5.25,0.0,0.0,0.0,0.0,1.25,0.25,0.0,0.5,0.0,0.0,2.5,19.25,10.0,9.25,3.25,7.5,0.0,0.0
marlon davidson,8.0,2.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,0.5,0.0,0.0,1.0,15.5,9.0,6.5,1.5,1.0,0.0,0.0
marlon tuipulotu,7.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,11.75,6.0,5.75,1.25,1.0,0.0,0.0
marquan mccall,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,8.0,2.0,1.0,0.0,0.0
marquise copeland,8.333333333333334,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,14.0,7.0,7.0,1.0,0.6666666666666666,0.0,0.0
marquiss spencer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
marshawn kneeland,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,9.0,5.0,2.0,3.0,0.0,0.0
marvin wilson,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.5,2.0,0.0,0.0,0.0,0.0
